RA,Dec,Vmag,Bmag,B-V
89.414414,28.64994,13.4229,13.8221,0.3992
89.707601,28.651248,14.8981,15.603,0.7049
89.374552,28.64997,16.0725,17.1598,1.0873
89.588778,28.650776,15.2448,15.9525,0.7077
89.438936,28.649795,15.4355,16.0245,0.589
89.414387,28.649938,13.423,13.8221,0.3991
89.786048,28.651038,16.1596,16.8505,0.6909
89.438922,28.649791,15.4357,16.0271,0.5914
89.316451,28.648629,14.3325,15.0693,0.7368
89.444751,28.648382,12.1861,12.5013,0.3152
89.577741,28.65001,17.334,18.1894,0.8554
89.438908,28.649791,15.4404,16.0271,0.5867
89.581742,28.648348,13.241,14.009,0.768
89.51722,28.648603,14.1071,14.8102,0.7031
89.776298,28.649732,16.8171,17.5689,0.7518
89.294686,28.647063,14.2934,15.0495,0.7561
89.561468,28.64876,16.8689,17.7442,0.8753
89.47542,28.64831,16.4305,17.2426,0.8121
89.494456,28.647532,14.0766,14.5067,0.4301
89.651572,28.648392,17.5053,18.3645,0.8592
89.614278,28.647888,16.784,17.6071,0.8231
89.530607,28.647417,16.0528,16.8998,0.847
89.787537,28.647549,16.229,17.1138,0.8848
89.745585,28.646858,14.4782,15.2924,0.8142
89.631333,28.646763,16.9181,18.1331,1.215
89.665487,28.645377,15.2452,15.7698,0.5246
89.638087,28.645339,16.1484,17.1492,1.0008
89.329979,28.644103,16.7694,17.5905,0.8211
89.432413,28.644279,15.4453,16.6506,1.2053
89.443113,28.644329,16.7216,17.6155,0.8939
89.776592,28.645338,16.9957,18.401,1.4053
89.467269,28.644206,16.3516,16.8223,0.4707
89.824058,28.644879,16.8974,18.0014,1.104
89.580525,28.644154,16.1386,17.4605,1.3219
89.436716,28.642681,13.3689,14.2234,0.8545
89.796271,28.644097,16.7947,17.8234,1.0287
89.655829,28.643687,16.7644,17.7255,0.9611
89.487409,28.6433,17.947,18.8094,0.8624
89.25491,28.641494,15.4692,16.3029,0.8337
89.555475,28.641577,11.3758,12.8183,1.4425
89.467055,28.642116,16.4432,17.1631,0.7199
89.360902,28.641388,15.7507,16.3255,0.5748
89.746412,28.643111,16.938,17.6174,0.6794
89.291714,28.640871,16.1012,17.0028,0.9016
89.493713,28.642103,17.2831,18.2743,0.9912
89.702063,28.642116,16.4714,17.6618,1.1904
89.426513,28.640879,15.6761,16.1831,0.507
89.476509,28.641325,17.4591,18.3393,0.8802
89.481091,28.640846,16.6362,17.1754,0.5392
89.360901,28.64139,15.7512,16.3255,0.5743
89.279524,28.639489,17.4002,18.5656,1.1654
89.250002,28.63938,17.5104,18.4624,0.952
89.488283,28.640475,17.245,17.9502,0.7052
89.40773,28.639839,15.8879,17.0596,1.1717
89.394645,28.639053,16.5329,17.2736,0.7407
89.606944,28.639723,17.1089,17.959,0.8501
89.394636,28.639053,16.5329,17.2736,0.7407
89.595869,28.639651,17.1866,17.9114,0.7248
89.398609,28.638687,16.9027,17.883,0.9803
89.736098,28.639759,16.6249,17.3653,0.7404
89.740181,28.63938,15.6763,16.5017,0.8254
89.79603,28.639601,17.4845,18.5057,1.0212
89.769108,28.639151,17.5558,18.4131,0.8573
89.821839,28.639058,15.833,16.5437,0.7107
89.467863,28.638268,17.1909,18.0253,0.8344
89.769124,28.639152,17.5515,18.4131,0.8616
89.683412,28.63819,14.2415,14.6911,0.4496
89.609339,28.637519,14.032,14.8221,0.7901
89.418104,28.637084,15.2658,16.0796,0.8138
89.311015,28.63635,15.9182,16.5972,0.679
89.675311,28.637753,16.7818,17.6517,0.8699
89.503645,28.635725,15.3442,16.0782,0.734
89.433734,28.636954,16.7544,17.5567,0.8023
89.792162,28.63752,16.0153,16.7326,0.7173
89.375366,28.636316,16.173,16.9617,0.7887
89.336958,28.635836,17.7223,18.4968,0.7745
89.256962,28.634951,16.8296,17.5457,0.7161
89.383147,28.635554,17.4708,18.4791,1.0083
89.503655,28.635727,15.3442,16.0782,0.734
89.43424,28.635438,16.4595,17.5901,1.1306
89.7626,28.636545,17.5455,18.4056,0.8601
89.565935,28.63585,17.3908,18.4831,1.0923
89.447363,28.633942,10.9906,11.9588,0.9682
89.335226,28.6348,17.4839,18.3096,0.8257
89.603238,28.635174,15.5657,16.2801,0.7144
89.490126,28.63488,16.2994,17.2688,0.9694
89.241978,28.632888,15.5305,16.3491,0.8186
89.242015,28.632891,15.5268,16.3491,0.8223
89.49523,28.634206,16.6384,17.4919,0.8535
89.696871,28.634482,16.3942,17.1112,0.717
89.654972,28.634404,16.3167,17.1744,0.8577
89.560502,28.633747,16.9413,17.9299,0.9886
89.380626,28.632865,16.1803,17.0414,0.8611
89.462453,28.632888,15.7123,16.864,1.1517
89.468557,28.632536,16.0021,17.0655,1.0634
89.309438,28.631562,15.361,16.2177,0.8567
89.779759,28.633248,16.0341,17.3786,1.3445
89.539131,28.63182,13.4943,13.8921,0.3978
89.713291,28.633023,16.843,17.6746,0.8316
89.660409,28.632727,16.8222,17.5722,0.75
89.591457,28.632253,17.0751,17.9158,0.8407
89.511464,28.631941,16.9701,18.1883,1.2182
89.483859,28.631959,12.2529,12.7502,0.4973
89.390072,28.630921,16.5513,17.3731,0.8218
89.273301,28.630269,16.7015,17.5126,0.8111
89.539131,28.631818,13.4942,13.8921,0.3979
89.432082,28.630463,14.1219,14.8054,0.6835
89.621161,28.631513,16.4184,17.1176,0.6992
89.297302,28.629148,13.4287,14.0398,0.6111
89.27781,28.629859,16.6951,17.6904,0.9953
89.753856,28.631712,16.2373,16.967,0.7297
89.741375,28.631697,16.4851,17.6677,1.1826
89.807446,28.631394,16.0624,16.8417,0.7793
89.529416,28.63061,16.9597,17.9245,0.9648
89.643231,28.63086,16.9115,17.6287,0.7172
89.593334,28.630535,15.6625,16.3419,0.6794
89.26189,28.628568,16.2039,16.9636,0.7597
89.636198,28.630358,16.7383,17.4988,0.7605
89.542261,28.629998,16.5794,17.5394,0.96
89.245011,28.628396,17.3762,18.5331,1.1569
89.632843,28.629533,14.4094,15.116,0.7066
89.718384,28.630012,16.2274,16.9574,0.73
89.655941,28.629646,15.2708,16.0205,0.7497
89.771999,28.629862,15.8087,16.6353,0.8266
89.32446,28.628098,17.3563,18.1631,0.8068
89.580009,28.629191,17.1162,17.9126,0.7964
89.823005,28.629648,16.8314,17.879,1.0476
89.559875,28.627709,16.1954,17.1098,0.9144
89.371576,28.626954,17.0457,17.6155,0.5698
89.468991,28.626716,15.6684,16.3223,0.6539
89.721217,28.627368,14.4501,15.1116,0.6615
89.58122,28.627156,15.8559,16.7015,0.8456
89.25165,28.62585,17.3633,18.1057,0.7424
89.627206,28.627285,16.6496,17.4413,0.7917
89.490973,28.62643,17.2063,18.0224,0.8161
89.611507,28.626344,15.9236,17.0882,1.1646
89.481568,28.626091,17.2621,18.5333,1.2712
89.756597,28.626059,16.2428,16.9209,0.6781
89.4113,28.624705,16.157,16.7236,0.5666
89.567863,28.624714,16.0241,16.7364,0.7123
89.743062,28.625406,17.2386,18.4645,1.2259
89.441809,28.624139,17.0763,18.2036,1.1273
89.307563,28.623359,17.2679,18.1913,0.9234
89.581844,28.624686,17.3582,18.34,0.9818
89.433704,28.623761,16.5162,17.1507,0.6345
89.473979,28.623348,16.1399,16.7101,0.5702
89.522047,28.623355,16.0184,16.7844,0.766
89.757176,28.624078,16.892,17.6412,0.7492
89.598391,28.623173,14.6908,15.9431,1.2523
89.567843,28.624714,16.0241,16.7364,0.7123
89.669725,28.62318,16.9398,18.2096,1.2698
89.595206,28.621832,15.9337,16.7914,0.8577
89.715053,28.621505,12.7782,13.6232,0.845
89.774419,28.621646,13.8824,14.4298,0.5474
89.473962,28.623347,16.1399,16.7101,0.5702
89.418141,28.62036,14.6766,15.3902,0.7136
89.392275,28.620346,17.2103,18.2417,1.0314
89.534545,28.620273,15.0281,16.1253,1.0972
89.812258,28.620724,14.9893,15.6898,0.7005
89.26283,28.617928,15.0646,15.6553,0.5907
89.661861,28.619941,16.8967,17.5591,0.6624
89.257906,28.617972,16.2009,17.1157,0.9148
89.722718,28.620021,17.5466,18.3622,0.8156
89.423973,28.617751,14.5534,15.9954,1.442
89.359527,28.617488,13.8663,14.6163,0.75
89.350819,28.617512,15.0278,16.1438,1.116
89.503512,28.617902,16.6059,17.4371,0.8312
89.50353,28.617902,16.6059,17.4371,0.8312
89.680999,28.618636,17.0857,17.9164,0.8307
89.387605,28.61738,17.391,18.2573,0.8663
89.255585,28.615651,12.7022,13.8631,1.1609
89.300612,28.616616,17.2255,18.096,0.8705
89.622504,28.61712,16.0577,16.7889,0.7312
89.467401,28.616422,17.6363,18.4615,0.8252
89.559914,28.616333,16.3293,16.9767,0.6474
89.489264,28.615601,17.2255,18.2486,1.0231
89.712417,28.616418,15.3554,15.8623,0.5069
89.743817,28.616233,15.5204,16.2819,0.7615
89.529962,28.615861,16.2968,16.8387,0.5419
89.743826,28.616236,15.5198,16.2819,0.7621
89.489257,28.6156,17.2533,18.2486,0.9953
89.457638,28.614532,14.3213,14.7841,0.4628
89.370408,28.61467,17.169,18.061,0.892
89.428857,28.61441,17.3875,18.4201,1.0326
89.334414,28.613411,16.629,17.5738,0.9448
89.388004,28.613214,15.2033,15.9201,0.7168
89.788821,28.614353,17.525,18.4787,0.9537
89.632118,28.61366,17.3,18.1819,0.8819
89.592993,28.613567,17.0217,17.7481,0.7264
89.4682,28.612147,16.4905,17.2361,0.7456
89.468209,28.612151,16.4896,17.2361,0.7465
89.245797,28.611278,17.2257,18.0486,0.8229
89.824538,28.613393,17.7221,18.5223,0.8002
89.691864,28.612258,14.2049,14.9019,0.697
89.638011,28.612893,17.4047,18.1711,0.7664
89.383328,28.611552,16.6425,17.4972,0.8547
89.350519,28.611204,11.6136,12.3147,0.7011
89.776597,28.610174,11.3089,11.8188,0.5099
89.446021,28.610944,17.0104,17.9735,0.9631
89.303042,28.610386,17.5532,18.4765,0.9233
89.241389,28.609924,17.9357,18.5318,0.5961
89.776585,28.610174,11.3089,11.8188,0.5099
89.674415,28.611407,17.3152,18.178,0.8628
89.505853,28.610467,15.5829,16.2889,0.706
89.292125,28.609292,14.6992,15.4624,0.7632
89.248367,28.6093,17.1885,17.9511,0.7626
89.659097,28.610935,16.8424,17.6609,0.8185
89.352128,28.607658,12.2816,12.7876,0.506
89.591272,28.610106,15.713,16.4303,0.7173
89.438474,28.609623,17.1883,18.0584,0.8701
89.274682,28.608519,15.9521,16.5418,0.5897
89.593288,28.609496,15.2176,15.9649,0.7473
89.710056,28.610076,16.6483,17.4428,0.7945
89.675152,28.609209,16.5198,17.2187,0.6989
89.67516,28.609208,16.5194,17.2187,0.6993
89.591259,28.610107,15.7154,16.4303,0.7149
89.410863,28.608621,15.6307,16.9009,1.2702
89.693087,28.609544,16.374,17.0461,0.6721
89.762163,28.60957,16.6665,17.397,0.7305
89.741936,28.609294,16.2582,17.1641,0.9059
89.74992,28.609209,16.3439,17.2099,0.866
89.352109,28.607659,12.2816,12.7876,0.506
89.337981,28.606405,13.4695,13.9462,0.4767
89.733792,28.608654,17.392,18.1228,0.7308
89.530587,28.607159,16.5592,17.3882,0.829
89.389833,28.60626,16.8537,17.7682,0.9145
89.765361,28.607521,16.9139,18.1859,1.272
89.748122,28.607796,17.3989,18.3132,0.9143
89.569826,28.606995,17.4734,18.4155,0.9421
89.563286,28.606426,14.5945,15.3589,0.7644
89.267796,28.605242,17.2325,18.6424,1.4099
89.794234,28.607176,17.5894,18.3889,0.7995
89.461602,28.606025,17.4019,18.19,0.7881
89.438848,28.605903,17.5583,18.531,0.9727
89.382354,28.605448,16.6345,17.5015,0.867
89.644551,28.606032,16.1059,16.6538,0.5479
89.525474,28.605277,14.7186,16.1287,1.4101
89.685983,28.604654,15.9327,16.6172,0.6845
89.585401,28.605667,16.6461,17.4032,0.7571
89.301291,28.60459,17.5943,18.5952,1.0009
89.573556,28.605627,17.385,18.1939,0.8089
89.680712,28.605605,16.4907,17.1336,0.6429
89.594459,28.605224,16.4293,17.2123,0.783
89.776657,28.605321,15.5338,16.2196,0.6858
89.685981,28.604653,15.9327,16.6172,0.6845
89.498848,28.603798,15.0219,15.9396,0.9177
89.366849,28.602996,15.1431,15.9624,0.8193
89.612405,28.602775,11.591,12.4469,0.8559
89.271175,28.601938,15.4957,16.3506,0.8549
89.762897,28.603583,14.4568,15.5574,1.1006
89.617809,28.603369,16.8625,18.1518,1.2893
89.563576,28.60326,17.2403,18.0286,0.7883
89.60863,28.602982,15.7111,16.4561,0.745
89.62311,28.602519,16.0246,16.6972,0.6726
89.409567,28.601869,17.437,18.3244,0.8874
89.808727,28.60132,11.5567,12.1043,0.5476
89.505022,28.601649,16.0445,16.5634,0.5189
89.434382,28.601759,17.4322,18.213,0.7808
89.392174,28.601031,15.2325,15.7067,0.4742
89.70068,28.602204,17.3635,18.088,0.7245
89.415503,28.600954,16.8285,17.8293,1.0008
89.741163,28.601577,16.114,17.0295,0.9155
89.680719,28.601986,17.9903,18.7762,0.7859
89.636968,28.601278,16.5145,17.3363,0.8218
89.47326,28.600306,16.0465,16.7566,0.7101
89.750384,28.600919,15.8716,16.6606,0.789
89.663587,28.600937,17.677,18.3949,0.7179
89.456661,28.59949,17.4422,18.0816,0.6394
89.246884,28.598324,16.3139,17.0854,0.7715
89.649618,28.600212,16.8582,17.8431,0.9849
89.338774,28.598314,15.2543,15.8076,0.5533
89.423078,28.599096,17.8187,18.4695,0.6508
89.311975,28.598474,17.4762,18.3543,0.8781
89.590482,28.598875,15.1814,15.926,0.7446
89.579446,28.598642,13.8511,14.3286,0.4775
89.680076,28.599513,17.3882,18.2196,0.8314
89.497203,28.598716,17.4929,18.2168,0.7239
89.24293,28.597439,17.5126,18.4274,0.9148
89.69653,28.599268,17.1499,17.9957,0.8458
89.545698,28.598671,17.8385,18.6427,0.8042
89.363669,28.597023,16.4,17.1395,0.7395
89.551244,28.597902,17.4931,18.3152,0.8221
89.265639,28.595961,14.7987,15.39,0.5913
89.381797,28.595957,13.4385,14.5724,1.1339
89.764866,28.597996,17.0834,17.7606,0.6772
89.800911,28.597429,16.6149,17.3668,0.7519
89.722004,28.596978,15.3063,16.1844,0.8781
89.448661,28.595066,14.2072,14.9826,0.7754
89.332911,28.594524,13.1587,14.4139,1.2552
89.388591,28.595196,16.4509,17.2201,0.7692
89.279585,28.594323,17.3531,18.6455,1.2924
89.606575,28.594998,16.0094,16.6163,0.6069
89.349172,28.593838,16.4479,17.2254,0.7775
89.699936,28.595287,17.6061,18.3806,0.7745
89.440886,28.594227,16.7475,17.7196,0.9721
89.562025,28.593811,13.0545,13.722,0.6675
89.544927,28.594024,14.7584,15.9322,1.1738
89.309331,28.592927,16.7138,17.9158,1.202
89.807728,28.594945,17.3863,18.2611,0.8748
89.792935,28.594684,16.8341,17.3955,0.5614
89.518387,28.593734,16.7994,18.0178,1.2184
89.468976,28.593293,16.9068,17.7618,0.855
89.562043,28.593809,13.0541,13.722,0.6679
89.31884,28.592202,17.1255,17.9658,0.8403
89.79997,28.593513,14.4632,14.8538,0.3906
89.374562,28.592297,16.6847,17.6357,0.951
89.295313,28.591749,15.8227,16.615,0.7923
89.65085,28.593469,17.5836,18.4859,0.9023
89.697017,28.593241,16.9139,17.6576,0.7437
89.403086,28.59159,15.0457,15.6804,0.6347
89.562046,28.59381,13.0541,13.722,0.6679
89.735497,28.592887,16.3907,17.098,0.7073
89.491896,28.59122,14.4336,15.4964,1.0628
89.414492,28.591582,16.672,17.3931,0.7211
89.687598,28.592318,16.229,17.3266,1.0976
89.378468,28.590927,16.3929,17.2274,0.8345
89.364093,28.590596,15.3064,16.1882,0.8818
89.664219,28.591649,14.6872,15.4466,0.7594
89.7338,28.591394,14.4126,15.4862,1.0736
89.335374,28.589991,17.2255,17.981,0.7555
89.716462,28.590536,14.5877,15.0565,0.4688
89.633803,28.590261,16.0397,16.7566,0.7169
89.756777,28.590257,17.3244,18.3915,1.0671
89.506161,28.588884,15.2198,16.0678,0.848
89.246956,28.587703,16.7142,17.3635,0.6493
89.526589,28.589126,17.0575,18.0547,0.9972
89.799512,28.589318,17.288,17.8913,0.6033
89.565658,28.588422,16.0519,16.8551,0.8032
89.497219,28.588317,17.894,18.5302,0.6362
89.436933,28.587835,16.8327,17.6986,0.8659
89.316381,28.586957,15.5001,16.2617,0.7616
89.788675,28.588902,16.9603,17.9598,0.9995
89.788667,28.588902,16.9603,17.9598,0.9995
89.402824,28.587327,17.258,18.0148,0.7568
89.480244,28.587364,16.6878,17.7199,1.0321
89.745809,28.587446,13.786,14.5829,0.7969
89.700607,28.586877,12.8373,13.5507,0.7134
89.488981,28.586666,16.6679,17.5394,0.8715
89.728292,28.586283,12.5445,14.3391,1.7946
89.505985,28.586467,16.8655,17.7483,0.8828
89.580548,28.586266,15.6965,16.4969,0.8004
89.567304,28.586302,17.0677,18.0229,0.9552
89.56281,28.585233,14.2748,15.1481,0.8733
89.541533,28.585294,17.0975,17.8353,0.7378
89.357017,28.584455,16.3615,17.2011,0.8396
89.346931,28.584226,17.1634,18.0315,0.8681
89.70635,28.585535,16.8375,17.5928,0.7553
89.680164,28.585488,17.4793,18.1987,0.7194
89.313768,28.582781,14.8626,15.4612,0.5986
89.599661,28.583867,15.375,16.5213,1.1463
89.339711,28.582331,15.6093,16.8406,1.2313
89.743211,28.583543,15.1091,15.8557,0.7466
89.775549,28.583387,16.3593,17.0712,0.7119
89.695316,28.583144,16.4261,17.1255,0.6994
89.514703,28.582212,16.9385,17.7547,0.8162
89.363897,28.580742,16.9569,17.5853,0.6284
89.582955,28.581447,15.2556,15.8932,0.6376
89.678268,28.581248,17.4783,18.2497,0.7714
89.557855,28.579488,13.3513,14.5267,1.1754
89.290136,28.578322,14.8003,15.3405,0.5402
89.823786,28.579603,12.9255,13.3573,0.4318
89.784473,28.580492,17.2248,17.8972,0.6724
89.579316,28.579331,17.7791,18.8446,1.0655
89.509969,28.578999,16.5309,17.1313,0.6004
89.506105,28.578121,15.9565,16.6475,0.691
89.725703,28.578082,16.6497,17.3669,0.7172
89.550384,28.576661,11.4074,11.8863,0.4789
89.619261,28.5779,15.5128,16.6826,1.1698
89.358476,28.577175,16.9427,17.6408,0.6981
89.288676,28.576162,14.7261,15.2611,0.535
89.733203,28.57836,17.2531,18.1601,0.907
89.558658,28.577264,12.1332,12.4591,0.3259
89.755173,28.577407,14.037,14.7181,0.6811
89.725691,28.578082,16.6499,17.3669,0.717
89.579313,28.577214,17.218,18.0745,0.8565
89.550345,28.57666,11.4076,11.8863,0.4787
89.655457,28.577473,17.5688,18.3663,0.7975
89.567688,28.577113,17.2457,18.1563,0.9106
89.797724,28.577391,16.7293,17.6653,0.936
89.543699,28.576892,17.2803,18.1242,0.8439
89.494838,28.576545,17.5978,18.5037,0.9059
89.70997,28.576894,17.2249,17.9336,0.7087
89.793991,28.576754,17.5215,18.2225,0.701
89.476901,28.57534,17.587,18.4591,0.8721
89.409925,28.574498,14.8467,16.0093,1.1626
89.647655,28.575765,17.2262,18.0683,0.8421
89.397389,28.574411,17.3601,18.4089,1.0488
89.269666,28.573528,16.5014,17.3983,0.8969
89.721387,28.575173,16.4188,17.4496,1.0308
89.684784,28.574837,14.8845,16.1475,1.263
89.241674,28.572701,15.5267,16.8335,1.3068
89.602126,28.57482,17.5921,18.1946,0.6025
89.35466,28.573258,14.9284,15.6832,0.7548
89.81245,28.575314,17.1091,17.8112,0.7021
89.588875,28.574521,17.3742,17.798,0.4238
89.280793,28.571779,16.5697,17.6256,1.0559
89.753563,28.57377,15.5852,16.425,0.8398
89.380714,28.572618,16.8948,17.5576,0.6628
89.656202,28.572533,14.165,15.0829,0.9179
89.65616,28.572528,14.1643,15.0829,0.9186
89.651696,28.573644,16.5662,17.3528,0.7866
89.592486,28.573527,17.4169,18.1992,0.7823
89.384594,28.57194,15.5093,16.1359,0.6266
89.368453,28.571325,16.2168,16.9178,0.701
89.346763,28.571295,16.5483,17.4217,0.8734
89.346774,28.571293,16.5485,17.4217,0.8732
89.280805,28.571777,16.5703,17.6256,1.0553
89.275838,28.569697,14.4339,15.0662,0.6323
89.660408,28.57272,17.8497,18.445,0.5953
89.31273,28.570765,16.5495,17.4204,0.8709
89.275852,28.569696,14.434,15.0662,0.6322
89.396569,28.570552,15.6846,16.4464,0.7618
89.766544,28.571522,15.2713,16.1152,0.8439
89.673878,28.571506,16.5724,17.3288,0.7564
89.809816,28.570836,12.9525,13.3552,0.4027
89.603992,28.570835,16.2502,16.8796,0.6294
89.448324,28.570228,16.0793,16.9824,0.9031
89.793854,28.570924,15.3136,15.9046,0.591
89.755758,28.570281,13.3075,13.9184,0.6109
89.584322,28.570426,15.7108,16.5565,0.8457
89.793853,28.57092,15.3134,15.9046,0.5912
89.663163,28.570755,16.8961,17.489,0.5929
89.468486,28.569468,15.0341,15.6379,0.6038
89.43933,28.569656,16.7005,17.4307,0.7302
89.75918,28.570681,17.1016,17.8543,0.7527
89.493659,28.568563,14.9272,15.6564,0.7292
89.541823,28.56994,17.4918,18.3163,0.8245
89.781553,28.570549,17.7696,18.514,0.7444
89.386797,28.568227,15.52,16.4964,0.9764
89.49365,28.568562,14.9272,15.6565,0.7293
89.484853,28.568486,16.0235,16.8747,0.8512
89.433556,28.568344,17.4368,18.1022,0.6654
89.667496,28.56894,15.5673,16.325,0.7577
89.576488,28.568114,14.7846,15.981,1.1964
89.459389,28.567808,17.0057,17.9641,0.9584
89.362114,28.567205,17.1103,17.9596,0.8493
89.651497,28.568219,11.8574,12.1771,0.3197
89.573344,28.567084,15.6104,16.8263,1.2159
89.573363,28.567082,15.6108,16.8263,1.2155
89.654147,28.566373,14.0602,14.4278,0.3676
89.524741,28.566365,15.8732,17.0065,1.1333
89.740068,28.567024,16.9596,17.8363,0.8767
89.687726,28.566737,16.3664,17.0705,0.7041
89.766747,28.567002,17.5256,18.3875,0.8619
89.461262,28.565225,13.8855,14.4283,0.5428
89.389197,28.56546,17.1551,17.9554,0.8003
89.71589,28.566654,18.2542,18.7179,0.4637
89.319829,28.564634,16.8466,17.638,0.7914
89.571637,28.565646,16.1921,17.2388,1.0467
89.808585,28.565495,14.9401,15.4229,0.4828
89.662236,28.565774,16.3914,17.1891,0.7977
89.662235,28.565774,16.3916,17.1891,0.7975
89.486257,28.565102,17.7835,18.4153,0.6318
89.399998,28.564209,16.3047,16.8295,0.5248
89.728537,28.565501,17.5402,18.1258,0.5856
89.684816,28.56539,17.1157,17.9879,0.8722
89.394848,28.564146,17.608,18.5211,0.9131
89.759317,28.565205,16.013,16.6253,0.6123
89.699582,28.56513,16.7273,17.528,0.8007
89.582402,28.565419,16.7857,17.561,0.7753
89.437827,28.563874,16.7887,17.7479,0.9592
89.411292,28.563724,16.7343,17.9267,1.1924
89.526282,28.563113,15.2662,16.5201,1.2539
89.820853,28.563698,16.3895,17.1087,0.7192
89.813984,28.563771,16.7701,17.6112,0.8411
89.759302,28.565206,16.013,16.6253,0.6123
89.602085,28.562915,17.0314,17.9537,0.9223
89.633157,28.562679,16.0209,16.4475,0.4266
89.580777,28.561649,17.7853,18.6262,0.8409
89.759317,28.565208,16.0132,16.6253,0.6121
89.747396,28.562644,17.2056,18.0008,0.7952
89.659463,28.562535,17.0511,17.8015,0.7504
89.678312,28.560953,11.6329,12.4085,0.7756
89.673362,28.562268,17.1686,17.8377,0.6691
89.371268,28.560836,16.733,17.6132,0.8802
89.344406,28.56057,16.3479,17.2448,0.8969
89.295319,28.56059,16.9935,17.7536,0.7601
89.411072,28.560296,14.1263,14.835,0.7087
89.797736,28.56187,15.9133,16.6498,0.7365
89.580776,28.561648,17.7848,18.6262,0.8414
89.41107,28.560295,14.1263,14.835,0.7087
89.712215,28.561652,17.2976,18.0964,0.7988
89.306381,28.559787,16.55,17.3972,0.8472
89.281608,28.559827,16.6468,17.4111,0.7643
89.267336,28.55967,16.394,17.2128,0.8188
89.81819,28.561485,15.8502,17.0334,1.1832
89.668076,28.561472,17.0397,18.3387,1.299
89.719481,28.561109,16.5703,17.3127,0.7424
89.259151,28.559069,16.49,17.2695,0.7795
89.502488,28.560101,16.0699,16.8603,0.7904
89.774799,28.561035,17.6608,18.3751,0.7143
89.761222,28.56061,14.9956,15.8862,0.8906
89.335517,28.558624,15.6966,16.4239,0.7273
89.761245,28.560614,14.9939,15.8841,0.8902
89.607306,28.559873,16.7758,17.3482,0.5724
89.526804,28.559341,14.3515,14.8382,0.4867
89.308311,28.558353,15.8936,16.6905,0.7969
89.806491,28.560617,17.6075,18.3153,0.7078
89.311382,28.558185,16.6695,17.4877,0.8182
89.554916,28.559465,17.0575,17.9799,0.9224
89.579305,28.559066,16.2632,17.0202,0.757
89.729656,28.558922,14.3816,15.1033,0.7217
89.457042,28.557344,12.976,14.0482,1.0722
89.695243,28.557841,13.8549,14.2855,0.4306
89.653242,28.55835,16.1367,16.9416,0.8049
89.77231,28.558313,16.5479,17.2677,0.7198
89.663351,28.55721,15.3013,16.506,1.2047
89.379516,28.556193,16.4888,17.5179,1.0291
89.284952,28.555598,16.2614,17.05,0.7886
89.277912,28.55556,16.7439,17.7473,1.0034
89.478818,28.556277,17.2248,18.1805,0.9557
89.670421,28.556232,16.4892,17.152,0.6628
89.526737,28.556322,17.0926,17.8658,0.7732
89.265853,28.554791,16.2155,16.9899,0.7744
89.396045,28.554897,15.3088,16.2106,0.9018
89.781548,28.5565,17.476,18.1788,0.7028
89.558385,28.555705,17.0328,17.7483,0.7155
89.492273,28.554373,16.184,16.9193,0.7353
89.492282,28.554371,16.184,16.9193,0.7353
89.534881,28.555172,15.8802,16.649,0.7688
89.256182,28.553837,16.9901,17.8278,0.8377
89.670436,28.556237,16.4931,17.152,0.6589
89.314884,28.553655,16.8897,17.5888,0.6991
89.513287,28.55434,16.6977,17.4999,0.8022
89.712855,28.554062,14.4189,15.5684,1.1495
89.67398,28.554467,16.406,17.0802,0.6742
89.515722,28.553579,14.8745,15.6398,0.7653
89.30509,28.552954,17.5964,18.4121,0.8157
89.287675,28.551527,17.1534,18.2995,1.1461
89.320177,28.552365,17.6718,18.5339,0.8621
89.317042,28.552027,15.1681,15.9516,0.7835
89.671158,28.55323,15.5486,16.0998,0.5512
89.621827,28.552686,15.7694,16.4455,0.6761
89.621796,28.55269,15.7698,16.4455,0.6757
89.287716,28.551528,17.1534,18.2995,1.1461
89.497424,28.551977,15.4212,15.9461,0.5249
89.624362,28.551956,15.2413,15.7671,0.5258
89.454189,28.550544,11.9963,12.3386,0.3423
89.659752,28.552167,16.4894,17.8562,1.3668
89.352729,28.550824,16.7495,17.611,0.8615
89.411722,28.55083,16.1915,16.9571,0.7656
89.668342,28.551502,15.03,15.5275,0.4975
89.446281,28.550855,16.6059,17.4961,0.8902
89.703852,28.550835,15.7616,17.0634,1.3018
89.549816,28.550682,17.0709,17.8969,0.826
89.384995,28.549193,16.7767,17.6684,0.8917
89.46645,28.549234,15.9146,16.6357,0.7211
89.391369,28.548562,14.3313,15.0383,0.707
89.424692,28.54846,15.8485,16.8599,1.0114
89.424666,28.548462,15.8453,16.8599,1.0146
89.399897,28.549031,17.7326,18.3797,0.6471
89.658138,28.549263,16.6771,17.5174,0.8403
89.387567,28.548146,17.0609,17.9533,0.8924
89.597342,28.549102,17.7186,18.3889,0.6703
89.259999,28.54716,16.7808,17.4918,0.711
89.798745,28.549139,17.4509,18.438,0.9871
89.321404,28.547074,17.5911,18.4587,0.8676
89.551863,28.547223,14.2606,14.825,0.5644
89.340606,28.54636,15.0396,15.8917,0.8521
89.738966,28.547555,15.2887,15.8309,0.5422
89.646571,28.546992,15.3715,15.8241,0.4526
89.557333,28.546988,16.3142,17.0439,0.7297
89.38645,28.545999,17.2604,18.526,1.2656
89.410246,28.545475,15.9198,16.6812,0.7614
89.305449,28.545349,17.1273,18.0468,0.9195
