RA,Dec,Vmag,Bmag,B-V
89.41337,28.764584,16.8287,17.7092,0.8805
89.257962,28.763141,15.8915,16.7033,0.8118
89.502713,28.763894,13.9359,14.345,0.4091
89.823625,28.765293,16.734,17.5184,0.7844
89.477062,28.763589,14.7241,15.205,0.4809
89.587501,28.763889,14.4979,15.7801,1.2822
89.373916,28.763044,16.5932,17.385,0.7918
89.447923,28.763456,16.3585,17.1357,0.7772
89.440963,28.763337,16.8117,17.6813,0.8696
89.770725,28.763728,15.741,16.8331,1.0921
89.39423,28.76403,13.8509,14.4874,0.6365
89.309489,28.761802,16.5066,17.5219,1.0153
89.460615,28.762294,15.5086,16.5954,1.0868
89.399242,28.761757,13.9067,15.4056,1.4989
89.268506,28.761565,16.3543,17.2175,0.8632
89.309494,28.761804,16.5066,17.5219,1.0153
89.304386,28.761565,16.3456,17.2472,0.9016
89.761113,28.763259,16.2163,17.2605,1.0442
89.692444,28.7625,14.8319,15.4767,0.6448
89.570286,28.761841,15.8282,16.3573,0.5291
89.541767,28.762096,17.4332,18.3071,0.8739
89.695775,28.762206,16.0335,16.9025,0.869
89.34172,28.760526,15.7605,16.4234,0.6629
89.74778,28.762005,15.774,16.5477,0.7737
89.747789,28.762008,15.774,16.5477,0.7737
89.465531,28.760932,14.9174,15.3931,0.4757
89.379348,28.760681,16.702,17.4106,0.7086
89.270886,28.760503,17.8371,18.6815,0.8444
89.824484,28.762148,15.9003,16.7925,0.8922
89.620745,28.761558,16.1511,17.0701,0.919
89.244624,28.759124,14.388,15.0415,0.6535
89.430362,28.760456,16.2116,16.7439,0.5323
89.411883,28.760332,15.5623,16.2711,0.7088
89.819816,28.761549,15.205,15.6449,0.4399
89.313894,28.759749,16.4068,17.2348,0.828
89.474479,28.760019,15.2924,15.9883,0.6959
89.549656,28.76061,17.0667,17.9187,0.852
89.769719,28.760989,17.2634,18.1126,0.8492
89.317413,28.758603,15.1486,15.7774,0.6288
89.489011,28.759878,17.666,18.5227,0.8567
89.695942,28.75997,16.9631,17.8028,0.8397
89.547849,28.759178,15.188,15.8297,0.6417
89.287839,28.757743,17.1579,18.2282,1.0703
89.410502,28.758178,16.9378,17.7838,0.846
89.326256,28.757891,17.8822,18.3991,0.5169
89.818524,28.759579,17.1127,17.8596,0.7469
89.730714,28.758756,16.5582,18.0349,1.4767
89.413236,28.756179,12.8318,14.0547,1.2229
89.247281,28.755701,13.8767,14.5662,0.6895
89.260112,28.755979,15.4216,16.5845,1.1629
89.299802,28.755301,13.2095,13.922,0.7125
89.616588,28.756693,14.9708,15.6311,0.6603
89.773119,28.757012,15.983,17.0379,1.0549
89.557762,28.75665,16.9245,18.1863,1.2618
89.413225,28.756176,12.8319,14.0547,1.2228
89.287248,28.754482,16.4392,17.4259,0.9867
89.608558,28.754523,11.4538,12.7141,1.2603
89.569899,28.755717,17.5344,18.4243,0.8899
89.405811,28.754795,16.9977,17.7613,0.7636
89.718659,28.755585,15.723,17.0434,1.3204
89.575428,28.755046,15.493,16.135,0.642
89.43933,28.754608,16.2959,17.0306,0.7347
89.667332,28.755188,16.4226,16.9951,0.5725
89.313433,28.753079,13.5425,13.9773,0.4348
89.477985,28.754105,15.9313,17.1586,1.2273
89.430286,28.754014,17.6444,18.2366,0.5922
89.568008,28.752265,15.0266,15.7951,0.7685
89.775128,28.7542,17.3924,18.3346,0.9422
89.633631,28.753336,15.7221,16.2967,0.5746
89.658537,28.753216,17.2929,18.1178,0.8249
89.568015,28.752269,15.0266,15.7951,0.7685
89.719956,28.752836,17.4122,18.212,0.7998
89.81522,28.752514,16.2473,16.8568,0.6095
89.817954,28.752578,17.7955,18.7689,0.9734
89.5152,28.750664,14.2136,14.8196,0.606
89.483477,28.751162,16.4115,17.2971,0.8856
89.6607,28.751696,16.9109,17.9673,1.0564
89.333788,28.75029,17.0081,17.8884,0.8803
89.571668,28.750946,15.9213,16.9268,1.0055
89.414746,28.750199,17.0051,17.7297,0.7246
89.398793,28.750309,17.3573,18.2232,0.8659
89.7942,28.751485,17.4965,18.3336,0.8371
89.255911,28.748713,15.7646,16.6078,0.8432
89.255889,28.748713,15.763,16.6078,0.8448
89.695129,28.750715,16.206,16.9532,0.7472
89.560683,28.750507,17.6286,18.1717,0.5431
89.396513,28.749148,17.3742,18.1548,0.7806
89.807074,28.750051,15.563,16.2873,0.7243
89.744951,28.749499,16.2058,16.8599,0.6541
89.707381,28.749439,15.9914,16.7274,0.736
89.646929,28.748611,15.064,15.8201,0.7561
89.505135,28.747587,15.4893,16.0639,0.5746
89.377042,28.74611,15.5375,16.3634,0.8259
89.377033,28.74611,15.5381,16.3634,0.8253
89.330024,28.745278,14.4218,15.5163,1.0945
89.330024,28.745278,14.4218,15.5163,1.0945
89.344673,28.745583,14.5741,15.4615,0.8874
89.65658,28.747,16.327,17.2237,0.8967
89.703979,28.746534,15.4892,16.0937,0.6045
89.499361,28.745956,17.0971,18.0974,1.0003
89.724873,28.745934,15.7463,16.3293,0.583
89.408418,28.744938,16.4016,17.2037,0.8021
89.808511,28.746011,16.9198,17.7576,0.8378
89.589668,28.744835,16.2129,16.9582,0.7453
89.710457,28.744808,14.9186,15.5739,0.6553
89.61067,28.745063,16.9792,17.9149,0.9357
89.501885,28.743979,16.7026,17.5633,0.8607
89.478947,28.743936,16.9676,17.9466,0.979
89.265692,28.742315,13.9206,14.5966,0.676
89.804143,28.744172,13.7038,14.5778,0.874
89.29862,28.742677,16.4995,17.3879,0.8884
89.323281,28.742513,15.6565,16.5447,0.8882
89.482648,28.74299,17.3178,18.2768,0.959
89.377002,28.742357,16.4554,17.2602,0.8048
89.38897,28.74273,17.519,18.4067,0.8877
89.31362,28.741333,15.0099,15.9227,0.9128
89.482656,28.74299,17.3178,18.2768,0.959
89.366414,28.740752,15.6608,16.5949,0.9341
89.451249,28.740966,16.0663,17.2145,1.1482
89.341669,28.740791,17.5425,18.5428,1.0003
89.533659,28.740413,15.1067,15.7082,0.6015
89.436505,28.739722,13.4834,14.395,0.9116
89.356395,28.739785,16.3678,17.049,0.6812
89.400827,28.739809,17.471,18.3804,0.9094
89.672422,28.740546,16.2482,16.9146,0.6664
89.493784,28.739824,17.4699,18.3933,0.9234
89.819868,28.740149,15.1958,15.9037,0.7079
89.502407,28.739126,16.0978,16.9312,0.8334
89.403014,28.739001,17.5166,18.1972,0.6806
89.457696,28.738944,17.4488,18.3394,0.8906
89.42495,28.738498,16.001,17.3259,1.3249
89.603145,28.738836,15.2338,16.1225,0.8887
89.510343,28.738686,17.0472,17.8617,0.8145
89.424944,28.738503,16.0012,17.3259,1.3247
89.488027,28.738024,16.3685,16.9789,0.6104
89.598418,28.738179,16.273,17.1397,0.8667
89.506813,28.737447,17.2702,18.5606,1.2904
89.464007,28.737254,17.3391,18.4757,1.1366
89.458762,28.737071,16.9329,17.6066,0.6737
89.30576,28.735676,16.0404,17.1311,1.0907
89.71787,28.736397,12.4273,12.9307,0.5034
89.556764,28.736608,16.2955,17.072,0.7765
89.815778,28.737599,16.924,17.6596,0.7356
89.80499,28.737303,17.2726,18.092,0.8194
89.694685,28.736925,16.6989,17.6386,0.9397
89.709913,28.736806,16.8201,17.6914,0.8713
89.265014,28.734695,15.9543,16.8121,0.8578
89.803526,28.736288,16.7694,17.4897,0.7203
89.626702,28.736017,17.3383,18.254,0.9157
89.696897,28.734937,15.3318,16.0796,0.7478
89.538913,28.734185,15.8763,16.6396,0.7633
89.262545,28.732973,16.1117,16.8961,0.7844
89.622856,28.733073,11.6075,12.0519,0.4444
89.509047,28.734369,17.7888,18.5846,0.7958
89.540939,28.733811,16.5844,17.3579,0.7735
89.492776,28.733326,15.9395,16.5636,0.6241
89.603922,28.733807,17.2803,18.0888,0.8085
89.540577,28.732003,15.6988,16.5712,0.8724
89.479757,28.732062,16.0084,17.3201,1.3117
89.275484,28.731084,17.5207,18.4461,0.9254
89.275487,28.731085,17.5207,18.4461,0.9254
89.683421,28.732123,16.9111,17.5277,0.6166
89.313949,28.730297,15.4883,16.4309,0.9426
89.61715,28.731588,16.4459,17.0818,0.6359
89.479774,28.732061,16.0123,17.3201,1.3078
89.400586,28.730611,17.9436,18.6035,0.6599
89.353161,28.730094,16.6934,17.643,0.9496
89.788097,28.730924,15.3656,15.8105,0.4449
89.537237,28.73049,17.1945,17.9921,0.7976
89.589411,28.729353,15.6509,16.5048,0.8539
89.768124,28.729373,14.6361,15.0674,0.4313
89.315035,28.728387,17.613,18.4926,0.8796
89.491071,28.728495,15.3745,16.1813,0.8068
89.329492,28.727538,14.8788,15.4226,0.5438
89.69916,28.729098,17.3246,18.3015,0.9769
89.612438,28.728337,14.8631,15.6806,0.8175
89.274386,28.72719,16.8194,18.0758,1.2564
89.343607,28.727238,16.3244,17.0809,0.7565
89.735524,28.72849,17.0186,17.8594,0.8408
89.575566,28.728251,16.8704,17.6862,0.8158
89.518552,28.727341,15.5228,16.0237,0.5009
89.806042,28.7282,16.9596,17.8712,0.9116
89.699161,28.729097,17.3246,18.3015,0.9769
89.419714,28.726744,17.3849,18.5808,1.1959
89.415962,28.726535,16.846,17.7231,0.8771
89.563728,28.726922,16.0393,16.8099,0.7706
89.415968,28.726534,16.846,17.7231,0.8771
89.728843,28.727317,16.4066,17.2376,0.831
89.397533,28.725978,17.3548,18.1039,0.7491
89.779725,28.72739,17.2321,18.0827,0.8506
89.703313,28.727049,16.2904,16.9225,0.6321
89.554517,28.72612,16.1579,17.0916,0.9337
89.757958,28.726912,17.206,17.9048,0.6988
89.748171,28.726846,17.0821,17.7331,0.651
89.518544,28.727341,15.5228,16.0237,0.5009
89.287536,28.724217,14.9903,15.5841,0.5938
89.646973,28.725821,14.9184,15.6295,0.7111
89.509938,28.72517,16.9556,17.7793,0.8237
89.472144,28.724814,17.6832,18.569,0.8858
89.376649,28.723633,14.1026,15.3253,1.2227
89.371381,28.723308,14.309,15.1073,0.7983
89.803571,28.725078,15.3067,15.9767,0.67
89.638506,28.724884,17.8698,18.5464,0.6766
89.406574,28.723885,17.4128,18.2324,0.8196
89.355111,28.723479,17.3201,18.1915,0.8714
89.382377,28.72334,17.6478,18.6527,1.0049
89.29906,28.722701,16.4402,17.6751,1.2349
89.825303,28.723537,17.0228,18.044,1.0212
89.422616,28.722948,15.8623,16.481,0.6187
89.704376,28.723877,17.3028,18.2094,0.9066
89.456461,28.721693,14.3567,15.5579,1.2012
89.825294,28.723536,17.0228,18.044,1.0212
89.796116,28.723553,17.0998,17.8103,0.7105
89.711392,28.723408,17.5816,18.5428,0.9612
89.378209,28.720885,13.522,14.0928,0.5708
89.243355,28.720561,16.9474,17.7312,0.7838
89.758751,28.722674,17.241,18.0362,0.7952
89.521754,28.721991,17.6023,18.4266,0.8243
89.340622,28.720689,15.7504,16.6974,0.947
89.295128,28.719629,14.75,15.5067,0.7567
89.76541,28.720687,15.9775,16.6031,0.6256
89.497945,28.720246,17.2414,18.0815,0.8401
89.442868,28.719635,16.3443,17.1945,0.8502
89.326371,28.718808,15.7349,16.6408,0.9059
89.790426,28.720504,15.6187,16.1565,0.5378
89.456451,28.721699,14.3567,15.5579,1.2012
89.739487,28.719064,13.955,14.4166,0.4616
89.24848,28.716844,14.9344,16.1637,1.2293
89.248465,28.716845,14.9344,16.1637,1.2293
89.612899,28.718759,15.9755,16.6339,0.6584
89.268036,28.717202,16.7144,17.5361,0.8217
89.703802,28.718335,14.6168,15.5903,0.9735
89.781824,28.718654,17.24,17.8591,0.6191
89.612901,28.718757,15.9748,16.6339,0.6591
89.532912,28.71777,17.3421,18.2098,0.8677
89.40325,28.717208,17.2833,18.0657,0.7824
89.511575,28.717136,16.9975,17.8931,0.8956
89.333715,28.715365,17.3741,18.2792,0.9051
89.310397,28.71523,17.6039,18.4647,0.8608
89.695373,28.716247,14.941,15.7735,0.8325
89.55357,28.71612,17.2677,18.0024,0.7347
89.52272,28.716163,17.156,17.9895,0.8335
89.454658,28.715754,17.479,18.2352,0.7562
89.67647,28.715087,12.6284,13.7305,1.1021
89.77731,28.71479,12.2276,12.6186,0.391
89.743097,28.715835,16.6232,17.3765,0.7533
89.614552,28.714637,14.2267,15.5497,1.323
89.610087,28.713569,15.5493,16.7425,1.1932
89.501561,28.713943,16.4977,17.2126,0.7149
89.309132,28.713418,17.3537,18.2284,0.8747
89.777328,28.714784,12.2278,12.6186,0.3908
89.678948,28.714081,16.3255,17.1991,0.8736
89.640039,28.713824,15.6469,16.5504,0.9035
89.534054,28.713685,16.8948,17.6326,0.7378
89.529357,28.713471,15.8068,16.3776,0.5708
89.813692,28.7143,16.6166,17.451,0.8344
89.610073,28.713568,15.5493,16.7425,1.1932
89.813713,28.7143,16.6177,17.451,0.8333
89.732019,28.71302,14.871,15.5397,0.6687
89.439458,28.712339,17.5463,18.3678,0.8215
89.717883,28.712905,16.0121,16.7342,0.7221
89.682611,28.712858,17.4749,18.6101,1.1352
89.646906,28.712195,16.734,17.9605,1.2265
89.325791,28.710265,14.189,14.9047,0.7157
89.489471,28.711281,16.1493,17.0407,0.8914
89.776072,28.711992,15.7224,16.9073,1.1849
89.773504,28.711734,17.211,18.1054,0.8944
89.264076,28.7093,15.6981,16.6468,0.9487
89.745201,28.711266,16.9066,17.7912,0.8846
89.43315,28.709491,14.4565,14.9633,0.5068
89.319177,28.708933,15.3488,15.9595,0.6107
89.409182,28.709357,15.7952,16.3577,0.5625
89.71442,28.710613,16.9659,17.8995,0.9336
89.590586,28.710282,16.7674,17.6196,0.8522
89.735905,28.710621,17.362,18.2206,0.8586
89.570535,28.709944,16.7574,17.3939,0.6365
89.608337,28.709548,15.7099,16.3089,0.599
89.425719,28.708889,15.704,16.4461,0.7421
89.358495,28.708327,14.1745,14.6821,0.5076
89.250245,28.708183,17.1962,18.1726,0.9764
89.341261,28.708168,17.3934,18.3304,0.937
89.765204,28.709677,17.0166,17.6913,0.6747
89.446395,28.708492,17.185,17.9289,0.7439
89.55633,28.70852,16.5275,17.3237,0.7962
89.540787,28.707646,13.9859,15.3235,1.3376
89.731355,28.708008,14.1565,14.8503,0.6938
89.753783,28.7084,17.3982,18.2611,0.8629
89.768176,28.708259,17.1114,17.6867,0.5753
89.432006,28.705689,12.9613,14.3148,1.3535
89.5022,28.706746,16.555,17.3614,0.8064
89.275059,28.705656,17.4665,18.4688,1.0023
89.606476,28.70714,17.9173,18.6753,0.758
89.45001,28.705905,15.0249,16.2645,1.2396
89.63425,28.706701,16.7407,17.6923,0.9516
89.686629,28.706988,17.6192,18.4248,0.8056
89.727277,28.704903,11.1722,12.1972,1.025
89.521603,28.706065,16.9856,17.7121,0.7265
89.796051,28.705661,12.9585,14.1961,1.2376
89.740355,28.706271,16.5654,17.3192,0.7538
89.618723,28.705856,17.0647,18.0025,0.9378
89.801709,28.70619,16.1776,17.0748,0.8972
89.558643,28.705455,17.5172,18.2619,0.7447
89.6912,28.704473,12.8052,13.2629,0.4577
89.542673,28.705083,17.4466,18.2999,0.8533
89.785884,28.704757,15.2723,15.7629,0.4906
89.636638,28.70417,14.2941,15.0232,0.7291
89.563609,28.703437,13.4801,13.8713,0.3912
89.472981,28.703835,16.2366,16.9704,0.7338
89.4873,28.704064,17.7401,18.7056,0.9655
89.633728,28.704173,17.0449,18.0013,0.9564
89.35776,28.702769,17.4992,18.2977,0.7985
89.767873,28.703904,16.6031,17.5433,0.9402
89.749526,28.703745,17.5601,18.46,0.8999
89.782828,28.703551,17.8097,18.9006,1.0909
89.609987,28.702572,16.4362,17.3553,0.9191
89.354209,28.701013,14.446,15.1408,0.6948
89.301248,28.700666,17.2508,18.2505,0.9997
89.421474,28.700979,16.9867,17.7115,0.7248
89.39615,28.700965,16.9422,17.7871,0.8449
89.266464,28.700057,16.8629,17.6987,0.8358
89.483592,28.701105,16.9372,17.7041,0.7669
89.697971,28.701528,16.0547,16.7837,0.729
89.264418,28.699652,16.7285,17.6671,0.9386
89.329064,28.699447,14.8767,16.1343,1.2576
89.793627,28.701218,15.2758,16.3859,1.1101
89.494497,28.700564,17.2221,18.3199,1.0978
89.76293,28.698468,13.3341,14.3567,1.0226
89.688155,28.699716,16.8361,17.9649,1.1288
89.589827,28.69935,17.236,18.0305,0.7945
89.814078,28.699749,17.0776,18.3123,1.2347
89.413152,28.698379,17.1735,18.0685,0.895
89.393888,28.698074,15.9855,16.5553,0.5698
89.264735,28.697071,16.0344,16.783,0.7486
89.246732,28.697088,16.7069,17.342,0.6351
89.76291,28.698466,13.3342,14.3567,1.0225
89.757273,28.699453,17.7397,18.4175,0.6778
89.632479,28.698448,16.0367,16.7455,0.7088
89.794407,28.698672,16.4316,17.3187,0.8871
89.376014,28.697215,17.6257,18.4284,0.8027
89.290957,28.696138,14.8368,15.9285,1.0917
89.681958,28.698172,17.1607,18.2239,1.0632
89.799932,28.698384,16.9591,17.8958,0.9367
89.582631,28.697514,16.9235,17.7712,0.8477
89.47147,28.697233,17.4115,18.3877,0.9762
89.781648,28.698151,17.5526,18.297,0.7444
89.656754,28.697732,17.1921,17.6753,0.4832
89.594629,28.697049,14.7599,15.8484,1.0885
89.769436,28.697738,16.9421,17.8014,0.8593
89.685132,28.69748,17.9714,18.9937,1.0223
89.824062,28.697643,16.9445,17.6624,0.7179
89.501403,28.695964,16.7585,17.6135,0.855
89.519269,28.694868,15.2492,15.9912,0.742
89.509105,28.695244,16.6624,17.3042,0.6418
89.240647,28.693306,16.8295,17.6412,0.8117
89.760234,28.695751,17.9342,18.8377,0.9035
89.573486,28.695024,17.306,18.1454,0.8394
89.771548,28.695212,16.2626,16.9488,0.6862
89.379421,28.69394,17.3435,18.3708,1.0273
89.757578,28.69492,16.1773,16.8254,0.6481
89.73423,28.69467,16.56,17.2208,0.6608
89.737571,28.694349,15.8584,16.3766,0.5182
89.431563,28.693324,16.8986,17.8906,0.992
89.292949,28.692349,16.5716,17.3212,0.7496
89.743845,28.693973,16.5825,17.3011,0.7186
89.643199,28.693004,14.2206,14.7772,0.5566
89.643184,28.693004,14.2207,14.7772,0.5565
89.600965,28.693308,15.9121,16.7979,0.8858
89.589855,28.693059,15.7425,16.4704,0.7279
89.596958,28.692385,14.2786,14.7269,0.4483
89.734222,28.694668,16.5592,17.2208,0.6616
89.406059,28.691993,16.8456,17.5593,0.7137
89.589855,28.693057,15.7425,16.4704,0.7279
89.500688,28.692213,17.4977,18.3754,0.8777
89.752977,28.692651,16.9706,17.7293,0.7587
89.302658,28.689884,14.1983,15.433,1.2347
89.300878,28.687751,13.0181,13.8272,0.8091
89.623817,28.691404,16.4618,17.2763,0.8145
89.749408,28.691429,16.7844,17.5291,0.7447
89.527406,28.690639,17.016,17.8405,0.8245
89.379749,28.689327,17.0074,17.8358,0.8284
89.416399,28.689461,16.6255,17.4148,0.7893
89.379747,28.689327,16.9997,17.8358,0.8361
89.535087,28.689921,17.4117,18.1451,0.7334
89.441769,28.688492,14.8142,16.4931,1.6789
89.784095,28.68961,17.6255,18.2303,0.6048
89.715517,28.689352,17.4332,18.2748,0.8416
89.620265,28.688805,17.5299,18.4112,0.8813
89.481468,28.68832,17.3141,18.6882,1.3741
89.763961,28.688552,15.9017,17.1696,1.2679
89.560125,28.687992,17.4302,18.2616,0.8314
89.787563,28.68858,17.1266,18.4225,1.2959
89.244542,28.685601,15.9887,16.9497,0.961
89.671706,28.68735,16.6099,17.3764,0.7665
89.640195,28.687602,17.8002,18.5826,0.7824
89.598956,28.686969,16.6943,17.5175,0.8232
89.59897,28.686969,16.6942,17.5175,0.8233
89.501104,28.686803,16.2612,16.9323,0.6711
89.280136,28.68544,16.3939,17.2763,0.8824
89.422812,28.686357,16.7771,17.703,0.9259
89.754404,28.686976,16.426,17.1631,0.7371
89.388141,28.685333,17.4293,18.1972,0.7679
89.724641,28.686042,15.6032,16.2403,0.6371
89.371255,28.684888,17.6994,18.4997,0.8003
89.768565,28.685549,16.595,17.2725,0.6775
89.640475,28.68477,16.4607,17.3867,0.926
89.417618,28.684011,17.5719,18.379,0.8071
89.806332,28.685103,16.8936,17.744,0.8504
89.720159,28.684286,15.6707,16.4234,0.7527
89.654461,28.684648,17.7437,18.5431,0.7994
89.790687,28.684754,17.2966,18.2257,0.9291
89.590226,28.683214,14.0906,15.3108,1.2202
89.581202,28.683637,15.1663,15.7902,0.6239
89.561065,28.682937,15.4913,16.3708,0.8795
89.780943,28.682971,14.3636,14.9593,0.5957
89.353173,28.681931,17.1299,17.8782,0.7483
89.650407,28.682813,16.3828,17.1595,0.7767
89.823264,28.68342,17.3511,18.2754,0.9243
89.820409,28.682941,15.9858,16.9338,0.948
89.547824,28.680624,11.1969,12.3755,1.1786
89.526841,28.681454,14.0261,14.8453,0.8192
89.354661,28.681153,16.4922,17.2387,0.7465
89.323691,28.680148,15.3441,16.2743,0.9302
89.643547,28.681088,16.8413,17.9279,1.0866
89.490861,28.680453,17.8516,18.5268,0.6752
89.330943,28.679297,15.656,16.3596,0.7036
89.755884,28.680708,17.6962,18.5613,0.8651
89.467251,28.678551,13.3742,14.2363,0.8621
89.44252,28.678187,13.6837,14.2934,0.6097
89.389292,28.6773,13.7537,14.3476,0.5939
89.43554,28.677271,14.3856,15.7962,1.4106
89.689218,28.678369,15.5554,16.6534,1.098
89.431899,28.677227,15.1218,15.9531,0.8313
89.290348,28.676537,16.5358,17.426,0.8902
89.823651,28.678125,16.5628,17.5769,1.0141
89.55935,28.676959,15.3531,16.2918,0.9387
89.559317,28.676959,15.3506,16.2885,0.9379
89.664313,28.677434,17.0031,17.8147,0.8116
89.243459,28.675053,15.2762,16.0593,0.7831
89.713642,28.676086,11.4103,11.7179,0.3076
89.768691,28.676676,16.4631,17.3314,0.8683
89.499671,28.675864,14.1772,15.311,1.1338
89.796747,28.676507,15.3811,16.5758,1.1947
89.319321,28.675204,17.3189,18.2566,0.9377
89.768702,28.676681,16.4612,17.3314,0.8702
89.536928,28.675883,17.9659,18.6135,0.6476
89.678799,28.67603,17.4255,18.3553,0.9298
89.625519,28.675561,15.8919,16.389,0.4971
89.81095,28.675426,14.868,15.9745,1.1065
89.810947,28.675426,14.868,15.9745,1.1065
89.242882,28.672955,16.3345,16.9074,0.5729
89.720789,28.675315,17.2446,18.073,0.8284
89.692334,28.674311,12.8187,13.3188,0.5001
89.46619,28.673616,16.5275,17.591,1.0635
89.429321,28.672583,16.2097,16.9959,0.7862
89.342137,28.672075,17.5282,18.5062,0.978
89.821582,28.673604,17.3141,18.2037,0.8896
89.706301,28.6721,13.5351,14.1817,0.6466
89.586268,28.672016,16.915,17.8046,0.8896
89.309084,28.670265,15.6153,16.3991,0.7838
89.696513,28.671973,17.7309,18.5311,0.8002
89.489765,28.671175,17.7835,18.3847,0.6012
89.720474,28.67162,16.4531,16.9844,0.5313
89.455697,28.6702,15.8467,16.6512,0.8045
89.37003,28.670174,17.5322,18.6624,1.1302
89.415656,28.670142,17.4883,18.242,0.7537
89.612721,28.670345,15.9997,16.8234,0.8237
89.514645,28.669944,15.6904,16.619,0.9286
89.367993,28.668973,15.7885,16.6028,0.8143
89.817935,28.67028,17.3565,18.3502,0.9937
89.590476,28.669495,15.8344,16.8015,0.9671
89.475086,28.669034,16.5421,17.4929,0.9508
89.463222,28.669185,17.5233,18.4093,0.886
89.711735,28.669302,15.6044,16.5016,0.8972
89.82027,28.669882,16.5032,17.4815,0.9783
89.519093,28.668913,16.8072,17.6865,0.8793
89.416135,28.668379,17.3963,18.3647,0.9684
89.404007,28.667751,15.1414,15.9506,0.8092
89.739125,28.669335,17.0549,17.8247,0.7698
89.543725,28.668518,16.7045,17.3282,0.6237
89.671013,28.668241,14.316,15.617,1.301
89.671013,28.668239,14.316,15.617,1.301
89.428571,28.667189,14.6526,15.2707,0.6181
89.315511,28.667129,17.0057,17.8157,0.81
89.271754,28.66631,14.8404,16.1312,1.2908
89.571869,28.668143,17.0866,18.0993,1.0127
89.338896,28.66665,15.5434,16.4404,0.897
89.338901,28.666656,15.5437,16.4404,0.8967
89.764985,28.667714,15.7589,17.1521,1.3932
89.62814,28.667411,16.315,17.1171,0.8021
89.438308,28.667067,17.678,18.3254,0.6474
89.733491,28.667757,16.3075,17.0332,0.7257
89.327255,28.665612,16.3889,17.2416,0.8527
89.784217,28.667091,16.9888,17.9234,0.9346
89.456125,28.665936,16.6613,17.579,0.9177
89.697007,28.665748,12.2867,13.3433,1.0566
89.673354,28.666425,16.4954,17.2856,0.7902
89.606504,28.666022,17.5967,18.751,1.1543
89.545436,28.665745,17.2685,18.2608,0.9923
89.266566,28.663983,16.3454,17.3122,0.9668
89.637239,28.664692,13.7267,14.7449,1.0182
89.637253,28.664694,13.7266,14.7449,1.0183
89.647527,28.665185,17.4612,18.2601,0.7989
89.268656,28.662282,13.2522,14.0326,0.7804
89.663094,28.663608,12.8948,13.3983,0.5035
89.246198,28.662078,16.2617,17.0525,0.7908
89.74551,28.663459,13.4721,14.1274,0.6553
89.737879,28.664135,17.3697,18.3815,1.0118
89.456594,28.66283,15.781,16.3663,0.5853
89.420802,28.662002,13.6235,14.1572,0.5337
89.406232,28.662667,16.5768,17.6935,1.1167
89.63047,28.663408,16.6851,17.8215,1.1364
89.52062,28.662286,14.3172,15.0092,0.692
89.618733,28.663199,17.4327,18.2464,0.8137
89.588136,28.662442,17.5881,18.5172,0.9291
89.786158,28.662562,17.2814,18.0208,0.7394
89.504034,28.66149,16.9532,17.8783,0.9251
89.449275,28.660745,16.0755,16.6907,0.6152
89.38457,28.660383,16.6837,17.5472,0.8635
89.697288,28.661126,14.9515,15.4974,0.5459
89.26232,28.659601,16.4703,17.1606,0.6903
89.678887,28.660924,16.9563,18.042,1.0857
89.327147,28.658811,16.8064,17.5789,0.7725
89.480694,28.659177,15.5455,16.4696,0.9241
89.687895,28.659799,16.8401,17.5958,0.7557
89.675427,28.658923,14.8256,15.374,0.5484
89.674013,28.657003,13.386,13.7732,0.3872
89.807839,28.659119,17.5324,18.436,0.9036
89.526775,28.657847,15.2643,16.4209,1.1566
89.537569,28.65769,15.4594,16.8207,1.3613
89.519285,28.657781,16.9464,17.8347,0.8883
89.51469,28.657881,17.3036,18.3673,1.0637
89.386558,28.656541,17.0358,17.8191,0.7833
89.810394,28.657504,16.2084,17.5307,1.3223
89.754293,28.657089,13.7087,14.8558,1.1471
89.642432,28.656864,17.8242,18.7541,0.9299
89.52931,28.656456,17.629,18.6292,1.0002
89.484658,28.656138,16.6498,17.4998,0.85
89.441085,28.655787,15.851,16.3889,0.5379
89.325979,28.655401,16.7439,17.6634,0.9195
89.493127,28.655709,15.0932,15.6358,0.5426
89.402499,28.655037,15.6439,16.2699,0.626
89.701652,28.656192,16.9862,17.7796,0.7934
89.463133,28.654833,15.8308,16.581,0.7502
89.674033,28.657002,13.3849,13.7732,0.3883
89.773443,28.655383,15.6615,16.2805,0.619
89.613547,28.654813,15.498,16.0378,0.5398
89.797913,28.654987,15.485,16.1772,0.6922
89.597624,28.654889,17.5697,18.4683,0.8986
89.542446,28.654062,16.4676,17.2664,0.7988
89.502531,28.652958,16.5453,17.2633,0.718
89.444209,28.652832,16.7099,17.629,0.9191
89.444188,28.652835,16.7101,17.629,0.9189
89.412735,28.652118,14.7602,15.298,0.5378
89.530129,28.652714,16.1388,16.8983,0.7595
89.441566,28.65194,16.6354,17.75,1.1146
89.545293,28.65247,17.0142,17.9882,0.974
89.3655,28.651574,17.2332,18.1839,0.9507
89.667974,28.652474,16.2916,17.1487,0.8571
89.568359,28.651906,14.7442,15.367,0.6228
89.689242,28.651898,14.9503,16.0758,1.1255
89.814728,28.65252,17.5842,18.5089,0.9247
89.506845,28.651478,16.67,17.41,0.74
89.304216,28.650418,15.9361,16.8553,0.9192
89.479067,28.651005,15.9529,16.9966,1.0437
89.281303,28.650071,17.1176,18.2178,1.1002
