RA,Dec,Vmag,Bmag,B-V
92.157362,24.426499,16.7182,17.6229,0.9047
92.371918,24.425848,12.7625,13.4038,0.6413
92.371946,24.42585,12.7625,13.4038,0.6413
92.421557,24.426455,14.7971,15.3976,0.6005
92.36057,24.426927,16.5473,17.4957,0.9484
92.532062,24.427359,17.3793,18.1648,0.7855
92.204633,24.425771,12.4852,12.9557,0.4705
92.350819,24.424244,12.3252,12.8382,0.513
92.272159,24.426456,13.428,14.0509,0.6229
92.118779,24.424527,15.14,15.8997,0.7597
92.064118,24.424117,14.9674,15.7688,0.8014
92.303753,24.423988,12.0792,12.4575,0.3783
92.531396,24.425221,16.5905,17.5234,0.9329
92.314942,24.419383,9.7117,9.9525,0.2408
92.515062,24.424335,16.1718,16.8704,0.6986
91.999496,24.42161,12.9574,14.3461,1.3887
92.545346,24.424615,16.948,17.8063,0.8583
92.33857,24.422831,16.3927,17.0865,0.6938
92.431667,24.422002,15.9704,17.1785,1.2081
91.99385,24.419985,15.0184,15.5642,0.5458
92.174652,24.421315,17.2729,18.186,0.9131
92.041227,24.420206,15.6529,16.4632,0.8103
92.545463,24.422303,17.3596,18.3935,1.0339
92.402726,24.419773,12.9541,14.0931,1.139
92.387464,24.421577,16.1547,17.1218,0.9671
92.321943,24.421229,13.7221,14.8355,1.1134
92.181849,24.42055,10.3983,10.6457,0.2474
92.006103,24.419368,13.7028,14.2763,0.5735
92.269251,24.419991,13.7708,14.272,0.5012
92.515733,24.419945,12.3746,12.813,0.4384
92.399964,24.420853,16.0144,17.4437,1.4293
92.402748,24.419772,12.9536,14.0931,1.1395
92.009727,24.418826,16.0683,17.1405,1.0722
92.027369,24.418957,16.4319,17.2432,0.8113
92.485124,24.419635,13.5688,14.9497,1.3809
92.233267,24.419736,16.7364,17.7788,1.0424
92.204523,24.419569,16.7032,17.5453,0.8421
92.524833,24.419722,16.0067,16.7805,0.7738
92.225638,24.419081,16.4946,17.1329,0.6383
92.089154,24.418688,17.0303,17.6877,0.6574
92.469063,24.418396,12.8522,13.3795,0.5273
92.381979,24.419061,15.0824,16.2989,1.2165
92.082645,24.418106,16.0941,16.9263,0.8322
92.054913,24.418311,17.4696,18.1836,0.714
92.469055,24.418397,12.8534,13.3795,0.5261
92.524857,24.419724,16.0089,16.7805,0.7716
92.076113,24.417412,15.1977,15.6797,0.482
92.015439,24.417022,14.3659,15.4842,1.1183
92.472489,24.419201,17.1548,18.0109,0.8561
92.217017,24.41829,16.9862,17.9314,0.9452
92.3734,24.417354,13.5284,14.1758,0.6474
92.176591,24.417773,17.3544,18.1698,0.8154
92.056688,24.417286,17.4009,18.3001,0.8992
92.281573,24.417732,16.447,17.1574,0.7104
92.29125,24.417662,17.3379,18.0141,0.6762
92.138199,24.416094,14.3291,15.0458,0.7167
92.472493,24.4192,17.1547,18.0109,0.8562
92.241269,24.416533,16.4683,17.2656,0.7973
92.18908,24.416328,17.1825,17.98,0.7975
92.092274,24.414229,14.5988,15.2061,0.6073
92.015434,24.41703,14.3658,15.4842,1.1184
92.381984,24.419059,15.0825,16.2989,1.2164
92.197223,24.415337,15.8057,16.7339,0.9282
92.206878,24.415137,17.0813,17.9725,0.8912
92.115965,24.414194,15.9265,16.7619,0.8354
92.37998,24.414458,13.4673,14.1377,0.6704
92.301779,24.414593,14.5756,15.3624,0.7868
92.394701,24.414291,15.1109,15.694,0.5831
92.019982,24.413038,16.9254,17.8064,0.881
92.465608,24.414461,16.8205,17.7795,0.959
92.213564,24.413566,17.2646,18.0069,0.7423
92.503493,24.413871,15.1041,15.9486,0.8445
92.139459,24.413155,17.5492,18.1541,0.6049
92.008043,24.412251,17.1661,18.0299,0.8638
92.547001,24.414311,17.1617,18.0125,0.8508
92.12621,24.412669,16.72,17.6255,0.9055
92.101698,24.412515,16.9468,17.7614,0.8146
92.301784,24.414596,14.576,15.3624,0.7864
92.290932,24.412665,14.8027,15.6739,0.8712
92.228027,24.412549,15.8302,16.578,0.7478
92.220185,24.410707,14.3445,15.1819,0.8374
92.147105,24.411745,15.2119,16.2573,1.0454
92.147094,24.411751,15.2143,16.2573,1.043
92.396756,24.412008,14.7445,15.3377,0.5932
92.040256,24.411228,17.2572,18.2638,1.0066
92.454681,24.412537,16.8498,17.7091,0.8593
92.313173,24.411924,15.12,16.1114,0.9914
92.095232,24.411002,16.6295,17.402,0.7725
92.220172,24.410709,14.3443,15.1819,0.8376
92.496122,24.411968,17.0157,17.9049,0.8892
92.105203,24.408829,13.8334,14.497,0.6636
91.987561,24.408536,16.0883,16.7196,0.6313
92.512887,24.410612,16.4684,17.4249,0.9565
92.224075,24.409406,16.242,17.1362,0.8942
92.434124,24.409514,15.587,16.6117,1.0247
92.468463,24.410024,17.2869,18.168,0.8811
92.121121,24.407032,12.4464,12.9215,0.4751
92.430978,24.409349,15.4266,16.2827,0.8561
92.394175,24.408906,16.535,17.5223,0.9873
92.391223,24.408726,15.5331,16.4471,0.914
92.369654,24.408587,15.3833,15.9681,0.5848
92.059878,24.407307,16.4669,17.1992,0.7323
92.519853,24.408326,14.4268,15.1447,0.7179
92.043405,24.406565,15.3714,16.2016,0.8302
92.221922,24.40781,17.2298,18.0692,0.8394
92.206997,24.406849,14.4154,15.3079,0.8925
92.082777,24.406341,17.259,18.1693,0.9103
92.356856,24.40566,11.3542,11.6817,0.3275
92.178849,24.405545,13.1029,13.6889,0.586
92.412602,24.406802,15.3618,16.188,0.8262
92.45568,24.40618,15.1683,15.7941,0.6258
92.163017,24.405308,16.463,17.3512,0.8882
92.099031,24.4044,14.1625,14.7501,0.5876
92.251968,24.404081,11.5976,11.9312,0.3336
92.232949,24.402519,11.1572,11.4874,0.3302
92.348941,24.404181,12.4515,12.8917,0.4402
92.320809,24.405269,15.2762,16.0919,0.8157
92.315377,24.405009,15.7275,16.8463,1.1188
92.39298,24.405261,17.4518,18.2488,0.797
92.447713,24.405042,16.63,17.4602,0.8302
92.28494,24.403864,14.1912,14.8072,0.616
92.232915,24.402513,11.1586,11.4874,0.3288
92.507817,24.404514,15.4396,16.2375,0.7979
92.439426,24.403149,14.4474,15.2526,0.8052
92.439425,24.403154,14.4472,15.2526,0.8054
92.547692,24.404348,16.3476,17.0446,0.697
92.544013,24.404005,15.2969,16.1271,0.8302
92.340466,24.403691,16.8581,17.5155,0.6574
92.108626,24.401135,12.0303,12.4133,0.383
92.544009,24.403995,15.2973,16.1271,0.8298
92.264448,24.402636,16.5607,17.2846,0.7239
92.340467,24.403692,16.8581,17.5155,0.6574
92.455396,24.401592,12.546,13.0293,0.4833
92.31987,24.402008,15.2314,15.8044,0.573
92.489354,24.402644,17.0826,18.3273,1.2447
92.434751,24.401882,16.3304,17.0159,0.6855
92.006267,24.400157,17.0388,17.7591,0.7203
92.506328,24.401267,11.2319,11.5802,0.3483
92.094719,24.399226,13.5448,14.604,1.0592
92.007797,24.399367,16.197,16.9108,0.7138
92.342427,24.400673,17.1186,17.9751,0.8565
92.014744,24.398991,16.3702,17.5909,1.2207
92.552045,24.399481,12.5221,13.09,0.5679
92.37229,24.399349,13.226,13.754,0.528
92.039837,24.398601,15.8726,16.4988,0.6262
92.455402,24.40159,12.5449,13.0293,0.4844
92.286908,24.399329,16.2276,16.979,0.7514
92.214288,24.398741,16.181,17.0953,0.9143
92.12945,24.398633,16.669,18.0822,1.4132
92.094712,24.399226,13.5448,14.604,1.0592
92.067777,24.398306,17.244,18.056,0.812
92.50566,24.398479,14.3088,15.0834,0.7746
92.355793,24.398584,15.1563,16.132,0.9757
92.353396,24.398834,17.2371,18.0582,0.8211
92.236312,24.397835,16.6939,17.4383,0.7444
92.266812,24.396725,13.2566,13.9402,0.6836
92.026492,24.396031,14.2911,14.8435,0.5524
91.990699,24.39619,17.0708,17.9212,0.8504
92.394006,24.398109,17.0594,18.2106,1.1512
92.195116,24.396159,11.8403,12.4183,0.578
92.459856,24.397898,16.3633,17.3074,0.9441
92.281264,24.397015,15.3368,16.0635,0.7267
92.11165,24.396659,17.1961,18.0443,0.8482
92.3452,24.396647,15.0833,15.9001,0.8168
92.031153,24.394806,13.9065,14.5643,0.6578
92.508427,24.397454,16.8485,17.9207,1.0722
92.291548,24.394568,11.1091,11.3973,0.2882
92.207011,24.395939,17.0438,17.9755,0.9317
92.281263,24.397015,15.3368,16.0635,0.7267
92.40477,24.396159,16.824,17.8538,1.0298
92.106549,24.393331,11.959,12.341,0.382
92.254674,24.395369,17.0458,17.8855,0.8397
92.179427,24.395225,11.0248,11.3345,0.3097
92.240697,24.395987,10.5623,10.841,0.2787
92.049253,24.39358,14.2852,14.7552,0.47
92.016248,24.393465,14.8178,15.6105,0.7927
92.114236,24.393895,16.642,17.6866,1.0446
92.335721,24.393256,11.0487,11.4423,0.3936
92.23334,24.393022,13.6351,14.246,0.6109
92.233325,24.393022,13.6351,14.246,0.6109
92.179386,24.395223,11.0247,11.3345,0.3098
91.990845,24.39187,15.0992,16.2846,1.1854
92.408353,24.39282,13.4525,14.1543,0.7018
92.394148,24.393493,15.0377,15.5831,0.5454
92.028306,24.391625,15.5083,16.1455,0.6372
92.011665,24.391239,17.2444,18.1381,0.8937
92.533849,24.393083,16.4453,17.2546,0.8093
92.384184,24.390876,11.0463,11.4072,0.3609
92.006842,24.390199,14.7855,15.2194,0.4339
92.5402,24.391467,12.9281,14.0516,1.1235
92.217599,24.391129,15.1809,16.0249,0.844
92.001915,24.389925,16.1935,16.9473,0.7538
92.068956,24.390389,16.9237,18.052,1.1283
92.103923,24.389786,15.3575,16.0184,0.6609
92.529464,24.390882,15.2159,16.0402,0.8243
92.293367,24.390264,10.9348,11.2159,0.2811
92.172374,24.389314,14.754,15.5723,0.8183
92.326699,24.390176,17.0202,17.8113,0.7911
92.146479,24.389157,16.366,16.9872,0.6212
92.096746,24.388274,12.8556,13.3829,0.5273
92.059795,24.388836,17.0126,17.9504,0.9378
92.53869,24.389675,16.1562,17.1491,0.9929
92.281867,24.388712,14.3292,14.9957,0.6665
92.016452,24.386591,11.8722,12.2213,0.3491
92.288637,24.388052,12.3113,12.7541,0.4428
92.272017,24.387593,12.2424,12.6923,0.4499
92.349584,24.388626,14.7398,15.5338,0.794
92.062687,24.387755,17.002,18.0971,1.0951
92.011254,24.387247,16.9163,17.6595,0.7432
92.359723,24.38874,16.2885,17.403,1.1145
92.503086,24.388682,15.3182,15.9314,0.6132
92.248417,24.387753,15.2732,15.779,0.5058
92.026495,24.386624,14.6511,15.4847,0.8336
92.219739,24.387776,16.8226,17.6357,0.8131
92.251399,24.387509,15.7701,16.6726,0.9025
92.022195,24.386135,16.248,17.081,0.833
91.997525,24.385519,13.7372,14.851,1.1138
92.263857,24.387555,16.9334,18.015,1.0816
92.214945,24.387458,17.3572,18.1136,0.7564
92.022219,24.386135,16.248,17.081,0.833
92.364546,24.387776,17.2215,18.0437,0.8222
92.083609,24.386093,15.4916,15.9636,0.472
92.24309,24.386571,14.9935,16.2841,1.2906
92.177303,24.386644,16.4173,17.1592,0.7419
92.37607,24.387385,16.8937,17.941,1.0473
92.546736,24.387507,16.6505,17.5697,0.9192
92.461509,24.387385,16.7424,17.7836,1.0412
92.007152,24.38506,16.6886,17.4871,0.7985
92.447725,24.385675,13.5793,14.29,0.7107
92.222491,24.384559,12.8954,13.4876,0.5922
92.13196,24.384992,16.0556,16.8717,0.8161
92.531148,24.385922,15.4705,16.4186,0.9481
91.992564,24.383459,14.4964,15.2338,0.7374
92.164217,24.383406,12.4518,12.9223,0.4705
92.11709,24.384672,17.6114,18.2888,0.6774
92.315965,24.384952,15.9011,16.5784,0.6773
92.471417,24.385468,16.8032,17.6475,0.8443
92.350286,24.384982,16.8471,17.7174,0.8703
92.334837,24.384542,16.71,17.7901,1.0801
92.421973,24.384881,16.9573,18.1054,1.1481
92.024633,24.382694,16.9464,18.0488,1.1024
92.129553,24.382922,16.621,17.3732,0.7522
92.099733,24.382223,15.6759,16.2575,0.5816
92.370735,24.383677,17.2973,18.1391,0.8418
92.191962,24.382205,14.5022,15.0593,0.5571
92.164478,24.380093,13.7281,14.4058,0.6777
92.384068,24.382805,15.8573,16.6434,0.7861
92.231659,24.382398,16.6969,17.4648,0.7679
92.286772,24.382068,14.6578,15.442,0.7842
92.433485,24.382199,14.0817,14.7889,0.7072
92.293786,24.381976,15.4099,15.9826,0.5727
92.224429,24.381499,14.8623,15.6726,0.8103
92.103507,24.381539,17.1566,18.1234,0.9668
92.18701,24.381275,15.9702,16.9803,1.0101
92.513793,24.382501,16.7647,17.7341,0.9694
92.500322,24.382599,17.2969,18.1073,0.8104
92.051984,24.380412,16.5215,17.3299,0.8084
92.352477,24.381608,16.7709,17.946,1.1751
92.134063,24.379997,15.0372,15.7506,0.7134
92.295741,24.380497,13.3912,14.0098,0.6186
92.228414,24.380707,15.8342,16.8319,0.9977
92.0301,24.379882,16.8225,17.7203,0.8978
92.39882,24.380274,16.3603,17.116,0.7557
92.184601,24.379716,15.784,16.8228,1.0388
92.398809,24.380275,16.3603,17.116,0.7557
92.072647,24.379024,16.8386,17.5926,0.754
92.096122,24.378771,16.6765,17.5254,0.8489
92.3157,24.378783,13.8349,14.6084,0.7735
92.333532,24.378896,14.368,15.1222,0.7542
92.290046,24.378171,13.7613,14.454,0.6927
92.025652,24.377244,15.1191,15.9386,0.8195
92.456035,24.378696,14.1666,14.8007,0.6341
92.067896,24.377239,16.7115,17.7309,1.0194
92.174902,24.377508,16.5814,17.5085,0.9271
92.03148,24.376348,16.002,16.916,0.914
92.404128,24.378269,11.2096,11.5089,0.2993
92.404144,24.378273,11.2096,11.5089,0.2993
92.476907,24.378077,17.4457,18.0974,0.6517
92.058929,24.376067,16.4119,17.1405,0.7286
92.167456,24.375063,12.2402,12.7028,0.4626
92.025355,24.3747,14.0238,15.1023,1.0785
92.107165,24.375672,17.0257,17.8304,0.8047
92.210109,24.375142,13.9714,14.7104,0.739
92.466389,24.376295,15.5476,16.5381,0.9905
92.273351,24.37558,15.6677,16.4694,0.8017
92.16096,24.374731,15.9294,16.6161,0.6867
92.001002,24.373723,15.9774,16.8678,0.8904
92.534684,24.375327,16.071,17.1533,1.0823
92.534673,24.375325,16.071,17.1533,1.0823
92.434569,24.374077,13.1998,14.041,0.8412
92.035363,24.373108,15.4889,16.0902,0.6013
92.25,24.373797,13.7652,15.038,1.2728
92.003829,24.372627,15.3091,16.1124,0.8033
92.319513,24.372894,12.7981,13.4431,0.645
92.366467,24.374035,16.2052,17.2883,1.0831
92.356159,24.373838,16.103,16.9358,0.8328
92.039944,24.372757,17.1643,17.988,0.8237
92.023598,24.371594,14.654,15.7126,1.0586
92.302589,24.373283,17.2534,18.3537,1.1003
92.479356,24.373439,17.4344,18.3808,0.9464
92.402892,24.372194,13.7582,14.4616,0.7034
92.155334,24.371581,15.8735,16.8183,0.9448
92.003819,24.372627,15.3091,16.1131,0.804
92.128398,24.371475,16.3069,17.3601,1.0532
92.319505,24.372894,12.7981,13.4431,0.645
92.15893,24.37049,14.0942,14.8063,0.7121
92.394887,24.371224,13.862,14.5356,0.6736
92.167631,24.370743,15.8129,16.7492,0.9363
92.535178,24.371319,14.5734,15.3709,0.7975
92.125462,24.370569,16.4039,17.4131,1.0092
92.067426,24.370343,16.7321,17.2899,0.5578
92.336289,24.369177,10.6975,10.9611,0.2636
92.225699,24.369262,10.8842,11.1496,0.2654
92.444316,24.370607,14.0297,14.722,0.6923
92.207191,24.370023,14.7639,15.5999,0.836
92.050328,24.369837,16.9965,18.013,1.0165
92.385326,24.370672,14.6545,15.4446,0.7901
92.477689,24.370927,16.001,16.978,0.977
92.455161,24.369709,13.8594,15.198,1.3386
92.079734,24.367458,13.3415,14.9337,1.5922
92.363764,24.36786,11.5181,11.8728,0.3547
92.054834,24.367685,16.1414,16.8661,0.7247
92.248352,24.366518,10.7423,10.9978,0.2555
92.307559,24.367991,16.2812,17.0628,0.7816
92.356139,24.366811,12.4587,13.0605,0.6018
92.131253,24.364708,10.8697,11.1577,0.288
92.030713,24.365343,15.5045,16.655,1.1505
92.381237,24.367456,17.3364,17.9703,0.6339
92.315885,24.367303,17.1392,17.9136,0.7744
92.509172,24.367649,17.422,18.3627,0.9407
92.496235,24.367012,15.7954,16.8159,1.0205
92.155596,24.365398,14.3683,15.3057,0.9374
92.030741,24.365343,15.5045,16.655,1.1505
92.307561,24.36799,16.2812,17.0628,0.7816
92.262147,24.364818,11.657,12.0343,0.3773
92.09901,24.364684,14.415,15.6306,1.2156
92.268563,24.36511,13.1816,13.9927,0.8111
92.089135,24.364004,13.3339,14.0084,0.6745
92.084219,24.364368,14.5622,15.3467,0.7845
92.084223,24.364369,14.5622,15.3467,0.7845
92.446994,24.366348,17.2753,18.1776,0.9023
92.169996,24.364819,16.3776,17.252,0.8744
92.060416,24.36436,16.8575,17.6467,0.7892
92.102236,24.364182,17.0979,18.1151,1.0172
92.022326,24.36281,13.3205,13.7307,0.4102
92.532893,24.365293,16.0404,17.1665,1.1261
92.2958,24.364296,13.5983,14.2799,0.6816
92.122573,24.363006,12.7119,13.2578,0.5459
92.377529,24.364185,14.2849,14.8387,0.5538
92.490612,24.364828,16.9243,18.1405,1.2162
92.371597,24.364229,16.2089,17.1631,0.9542
92.492997,24.363925,15.2323,16.0827,0.8504
92.493025,24.363923,15.2251,16.0825,0.8574
92.153402,24.362071,12.0953,12.6502,0.5549
92.222436,24.362882,16.3371,16.9152,0.5781
92.306233,24.362793,16.4053,17.3599,0.9546
92.122602,24.363007,12.7119,13.2578,0.5459
92.051683,24.360996,17.3516,18.1727,0.8211
92.332575,24.361727,15.2024,16.1404,0.938
92.332563,24.361725,15.2023,16.1404,0.9381
92.041157,24.360121,15.0212,15.8148,0.7936
92.549183,24.36154,14.4716,15.1387,0.6671
92.132401,24.360617,17.4717,18.947,1.4753
92.128061,24.360627,16.273,16.9771,0.7041
92.412637,24.361731,17.2186,18.0085,0.7899
92.508917,24.361595,17.0668,17.8348,0.768
92.264579,24.359707,12.2377,12.6681,0.4304
92.142679,24.359947,16.0128,17.0221,1.0093
92.08457,24.35959,16.4302,17.1552,0.725
92.255916,24.360459,16.264,17.4326,1.1686
92.170905,24.358576,12.0387,12.5227,0.484
92.394627,24.360109,14.0108,14.7284,0.7176
92.091304,24.359541,17.4861,18.4489,0.9628
92.124826,24.359524,16.8122,17.7319,0.9197
92.539063,24.360589,15.9486,16.8334,0.8848
92.539045,24.360589,15.9447,16.8334,0.8887
92.53297,24.360733,17.2965,18.1119,0.8154
92.357838,24.358662,12.3484,12.7788,0.4304
92.196927,24.359225,16.8864,17.7251,0.8387
92.158802,24.358672,15.1488,15.7538,0.605
92.258196,24.359254,16.4694,17.3457,0.8763
92.087692,24.358049,15.6856,16.5292,0.8436
92.041159,24.36012,15.0212,15.8148,0.7936
92.072953,24.358056,16.6248,17.4607,0.8359
92.050085,24.357385,15.8601,16.773,0.9129
92.277006,24.358379,16.3548,17.319,0.9642
92.209529,24.357749,14.1539,14.8832,0.7293
92.404777,24.356288,13.1413,13.9239,0.7826
92.204353,24.35773,16.9108,17.6578,0.747
92.428255,24.358574,17.1735,18.0257,0.8522
92.502158,24.358523,16.8879,17.5878,0.6999
92.300566,24.357736,16.5587,17.8472,1.2885
92.300576,24.357736,16.5502,17.8472,1.297
92.047096,24.356087,15.6358,16.2698,0.634
92.215213,24.357119,10.8887,11.1512,0.2625
92.105353,24.356144,16.2734,17.5983,1.3249
92.054583,24.355798,16.6692,17.3345,0.6653
92.404796,24.35629,13.1412,13.9239,0.7827
92.010372,24.35538,16.9751,17.6828,0.7077
91.998252,24.355078,16.9675,17.7177,0.7502
92.537458,24.35744,17.4587,18.3915,0.9328
92.443354,24.356912,16.8757,17.8656,0.9899
92.314469,24.356616,16.9227,17.8139,0.8912
92.185888,24.355881,17.4736,18.2437,0.7701
92.122708,24.355517,17.0781,17.9815,0.9034
92.043581,24.353972,13.9686,14.491,0.5224
92.207061,24.354863,15.742,16.4905,0.7485
92.112964,24.35445,15.7639,16.3643,0.6004
92.35442,24.354966,14.8569,15.9069,1.05
92.231125,24.354718,15.5782,16.2031,0.6249
92.07282,24.353985,16.4042,16.8509,0.4467
92.541841,24.355608,16.8532,18.0074,1.1542
92.166947,24.353726,14.4807,15.4059,0.9252
92.125863,24.35379,16.5781,17.3433,0.7652
92.357917,24.355218,17.8262,18.6826,0.8564
92.200067,24.352466,11.5879,11.9603,0.3724
92.514344,24.354465,15.4714,16.2721,0.8007
92.12588,24.353788,16.578,17.3433,0.7653
92.404767,24.356291,13.1412,13.9239,0.7827
92.321961,24.353179,14.3495,15.1337,0.7842
92.552459,24.354234,17.4442,18.092,0.6478
92.480139,24.353196,14.0076,14.7068,0.6992
92.235396,24.353035,15.4681,16.2089,0.7408
92.20007,24.352469,11.5879,11.9603,0.3724
92.094619,24.351851,14.5292,15.1042,0.575
92.384718,24.35265,13.8831,14.5318,0.6487
92.041396,24.350099,14.715,15.6893,0.9743
92.013354,24.350895,13.3514,13.6537,0.3023
92.193161,24.352269,15.9869,16.8275,0.8406
92.001945,24.351364,16.5799,17.3747,0.7948
92.299028,24.352604,16.3744,17.2273,0.8529
92.294966,24.351816,13.1912,13.7875,0.5963
92.532981,24.35297,16.715,17.6046,0.8896
92.545062,24.352608,16.3025,17.2004,0.8979
92.493884,24.352771,16.8882,17.7568,0.8686
92.40898,24.35196,14.718,15.5319,0.8139
92.470508,24.352625,16.9937,17.8268,0.8331
92.446104,24.35234,15.8311,16.819,0.9879
92.428663,24.352399,17.1221,18.1306,1.0085
92.003257,24.350133,15.5818,16.3474,0.7656
92.408973,24.35196,14.718,15.5319,0.8139
92.176181,24.350728,16.0649,16.6451,0.5802
92.372909,24.350919,14.6234,15.3861,0.7627
92.431995,24.350891,15.1992,16.0992,0.9
92.207107,24.350379,16.3328,17.2335,0.9007
92.246202,24.349945,15.0323,15.8304,0.7981
92.228066,24.350189,16.6937,17.9305,1.2368
92.31074,24.349171,13.3595,13.9951,0.6356
92.062619,24.348989,17.3069,18.1795,0.8726
92.170222,24.349271,16.8834,17.933,1.0496
92.367534,24.349529,16.0478,17.2736,1.2258
92.230601,24.349221,16.0275,16.982,0.9545
92.539405,24.349538,15.2635,15.9744,0.7109
92.122146,24.34722,12.2131,12.613,0.3999
92.525279,24.348601,12.4371,12.8913,0.4542
92.436701,24.349664,17.3197,18.2267,0.907
92.093734,24.346156,12.1485,12.5312,0.3827
92.412487,24.347488,12.1301,12.5477,0.4176
92.228333,24.347593,16.4609,17.1291,0.6682
92.076516,24.346715,16.356,17.0484,0.6924
92.427431,24.347738,16.513,17.5096,0.9966
92.315463,24.346816,15.2782,16.2483,0.9701
92.260771,24.345736,13.5855,14.2603,0.6748
92.158508,24.346177,17.0657,17.8801,0.8144
92.404673,24.346486,14.8602,15.7288,0.8686
92.093733,24.346158,12.1485,12.5312,0.3827
92.473158,24.346736,16.936,17.7603,0.8243
92.360341,24.346204,16.0239,16.8728,0.8489
92.27117,24.344199,11.3204,11.7199,0.3995
92.48187,24.345983,15.4168,16.2295,0.8127
92.155795,24.345428,17.6725,18.9372,1.2647
92.151654,24.34393,12.436,12.9741,0.5381
92.468855,24.34567,15.7116,16.5394,0.8278
92.460317,24.345287,14.8632,15.4841,0.6209
91.999398,24.343771,17.5245,18.2904,0.7659
92.240785,24.344215,15.5321,16.2444,0.7123
92.378849,24.344961,17.348,18.2191,0.8711
92.404664,24.346484,14.8604,15.7288,0.8684
92.133934,24.343387,16.0606,17.047,0.9864
92.531033,24.344849,16.8865,17.6869,0.8004
92.360344,24.346199,16.0235,16.8728,0.8493
92.306983,24.343922,16.4989,17.3344,0.8355
92.032991,24.342377,15.688,16.2072,0.5192
92.422781,24.344156,17.4738,18.3216,0.8478
92.466328,24.343294,14.9305,15.4865,0.556
92.457927,24.343484,16.2451,16.9767,0.7316
92.238505,24.343072,16.8583,18.016,1.1577
92.259366,24.342537,14.9839,16.0494,1.0655
92.24603,24.342285,15.5126,16.7794,1.2668
92.092703,24.341083,14.709,15.4324,0.7234
91.997841,24.34061,14.2456,14.6532,0.4076
92.542927,24.342487,17.1895,18.2463,1.0568
92.412984,24.341846,16.8286,18.2188,1.3902
92.39879,24.340605,13.0037,13.5725,0.5688
92.053434,24.339975,16.3331,17.1591,0.826
92.146734,24.340277,16.8481,17.9381,1.09
92.092711,24.341084,14.7078,15.4324,0.7246
92.445777,24.34063,13.3113,13.9162,0.6049
92.321238,24.33805,9.9015,10.1616,0.2601
92.382198,24.340561,16.8421,17.5234,0.6813
92.328948,24.339872,15.5023,16.0604,0.5581
92.119505,24.339389,16.6156,17.2408,0.6252
92.344887,24.340595,11.358,11.7263,0.3683
91.991187,24.338033,15.1708,16.0841,0.9133
92.004092,24.337886,16.1977,16.8068,0.6091
92.123527,24.338199,15.9397,16.6646,0.7249
92.355038,24.338614,14.6445,15.4167,0.7722
92.245311,24.337933,14.741,15.5269,0.7859
92.329901,24.337964,14.3259,15.4458,1.1199
92.062725,24.336936,14.7927,15.3537,0.561
92.199606,24.336339,13.7923,14.4693,0.677
91.997291,24.33571,14.6903,15.399,0.7087
91.99117,24.33803,15.1708,16.0841,0.9133
92.379681,24.337712,17.2677,17.9531,0.6854
92.443977,24.337734,17.2966,18.4633,1.1667
92.371486,24.337091,16.1314,17.4275,1.2961
92.507325,24.336691,15.3568,16.1704,0.8136
92.262759,24.335974,14.9397,15.7924,0.8527
92.537728,24.335907,13.9653,14.9085,0.9432
92.414729,24.336005,15.3488,16.1087,0.7599
92.248322,24.335576,16.6572,17.3186,0.6614
92.049905,24.333425,12.7356,13.2557,0.5201
92.113129,24.335022,10.8484,11.1167,0.2683
92.286736,24.334852,16.7706,17.895,1.1244
92.449874,24.335053,16.9549,17.84,0.8851
92.41474,24.336007,15.3499,16.1087,0.7588
92.182771,24.333379,15.8334,16.4417,0.6083
92.381671,24.332342,11.5059,11.8913,0.3854
92.147511,24.333132,16.7333,17.8848,1.1515
92.288213,24.333737,17.1712,17.8195,0.6483
92.246704,24.332881,14.8119,15.5708,0.7589
92.307122,24.333172,15.8698,16.784,0.9142
91.991378,24.332044,17.1207,18.0758,0.9551
92.187893,24.332239,14.9185,15.8363,0.9178
92.16539,24.332203,14.9445,15.7931,0.8486
92.413048,24.333017,15.182,16.3548,1.1728
92.072437,24.329036,11.2652,11.5804,0.3152
92.072413,24.329031,11.2653,11.5804,0.3151
92.227255,24.33244,16.8143,17.5272,0.7129
92.263664,24.3321,16.7261,17.6281,0.902
92.02347,24.330951,17.2634,18.1855,0.9221
92.018085,24.330556,14.9162,15.7292,0.813
92.33652,24.331737,15.4998,16.3093,0.8095
92.181456,24.331244,16.9031,17.7415,0.8384
92.151898,24.330725,16.7266,17.5511,0.8245
92.3142,24.331357,17.2831,18.1215,0.8384
92.260473,24.331055,16.3686,17.3742,1.0056
92.220265,24.328969,11.831,12.2239,0.3929
92.220282,24.328969,11.831,12.2241,0.3931
92.078155,24.330283,16.7697,17.7585,0.9888
92.053371,24.330219,17.3821,18.4196,1.0375
92.551374,24.331839,16.9834,18.068,1.0846
92.426513,24.331312,16.5346,17.4496,0.915
92.310763,24.33054,14.8742,15.6951,0.8209
92.166912,24.330259,16.9551,18.2553,1.3002
92.295194,24.32933,15.4644,16.2906,0.8262
92.295192,24.32933,15.4644,16.2906,0.8262
92.411835,24.328532,14.7494,15.5327,0.7833
92.413196,24.329638,14.9528,15.8243,0.8715
92.26924,24.329382,17.0753,17.9459,0.8706
92.170731,24.328784,15.6567,16.1902,0.5335
92.099441,24.328366,15.0893,16,0.9107
92.242327,24.328731,15.172,15.7751,0.6031
91.993464,24.327767,16.5135,17.654,1.1405
92.167908,24.32775,15.6303,16.5312,0.9009
92.167922,24.327751,15.6286,16.5312,0.9026
